genel_nit_is_tanimi,ilan_baslik,label
ofis mobilyalari uretimi konusunda faaliyet gosteren oncu firma larindan olan firmamizin gaziantep nizip ilcesinde bulunan mobilya uretim tesisinde gorevlendirilmek uzere tercihen universitelerin agac isleri endustri muhendisligi orman endustri muhendisligi mobilya dekorasyon ogretmenligi mimarlik ilgili bolumlerinden mezun mobilya sektorunde minimum deneyimli uretim konusunda tecrubeli ahsap metal doseme konularda malzeme bilgisine yeteri duzeyde sahip proje yonetimi takibi raporlamasi yapabilecek seyahat engeli bulunmayan derecede autocad veya kullanabilen tercihen takim calismasina yatkin insiyatif alabilen dikkatli ozenli calismayi prensip edinmis sorumluluk sahibi ngilizce bilen tercihen gaziantep veya nizip ilcesinde ikamet eden edebilecek olan proje muhendisi ersonel alimimiz olacaktir adaylardan gorusmesi oncesinde portfolyo talep edilecektir,proje muhendisi,yapi_mimar_insaat
firmamizin atasehir merkez ofisinde calisacak universitelerin mimarlik veya mimarlik bolumlerinin veya sinif ogrencisi mimari proje cizim uygulamalarinda kariyer hedefi olan kendini alanda gelistirmeyi amaclayan derecede sketchup photoshop autocad office programlarini kullanabilen yazili sozlu iletisim becerileri guclu haftanin veya gunu calisabilecek nsan iliskilerinde basarili kendine guvenen takim calismasina yatkin guclu analitik dusunme problem cozme becerilerine sahip takim arkadaslari ariyoruz,stajyer mimar,yapi_mimar_insaat
firmamizin lazer kesim birimin calistirilmak uzere solidworks autocad kullanmasini bilen tercihen solidworks sheet metal modulune hakim lazer kesim sektorune yabanci olmayan lantek kesim programi bilmesi tercih sebebi musteri iliskileri olan isin prosesini takip edebilecek sorumluluk sahibi arkadaslar ariyoruz,teknik ressam,yapi_mimar_insaat
sirketimizin yurtici yurtdisi projelerinde gorevlendirilmek uzere nsaat muhendisi aranmaktadir yillik deneyime sahip universitlerin ilgili bolumlerinden mezun cumartesi gunu calismasinda engeli olmayan teknik ofis planlama sozlesme yonetimi departmanimizi bilfiil yurutebilecek kesif hakedis metraj hazirlama konularina hakim autocad photoshop office programlarini derede kullanabilen takim calismasina yatkin vizyonu genis derecede ngilizce bilen sini seven sahada aktif calismayla motive olabilecek bitkisel yapisal peyzaj malzeme urun bilgisi gelismis aktif arac kullanabilen raporlama odakli calisabilen nsan iliskilerinde basarili takim calismasina yatkin detaylara ozen gosteren analitik dusunme yapisina sahip erkek adaylar icin askerlikle ilisigi bulunmayan seyahat engeli olmayan bayan mimar aranmaktadir karaoglu peyzaj sektordeki yillik deneyimiyle konut olceginden baslayarak kentsel mekanlar alisveris merkezleri kamu binalari kent parklari toplu konutlar oteller tatil koyleri limanlarinda yapisal bitkisel peyzaj uygulamalarinin yani sira sanayi bolgeleri enerji santralleri barajlar demir yollari otoyollarda hydroseeding yontemiyle cimlendirme bitkilendirme erozyon kontrolu doga onarim sistemleri ilgili hizmet vermekte olup bunlarin disinda periyodik bahce bakimi teras bahceleri yapimi dikey bahce yapimi teknik danismanlik bitkisel materyallerin uretimi temini konularinda hizmet vermekte olup firmamizin sorumlulugunda bulunan projeler kapsaminda calistirmak uzere nsaat muhendisi aranmaktadir,nsaat muhendisi,yapi_mimar_insaat
meslek yuksek okullarinin elektrik bolumu mezunu elektrik dagitim sistemlerinde yillik proje veya tesis tecrubesi olan office programlarini aktif olarak kullanabilen autocad netcad cizim programlarini kullanabilen erkek adaylar icin askerligini tamamlamis bartin ikamet edebilecek tanimi proje tasarimi tesis saha kontrollugu gorevinin yurutulmesi,proje teknikeri,yapi_mimar_insaat
muhendislik musavirlik alaninda yillik deneyime sahip sirketimizin degerli kadrosunda almak isteyen endustri meslek liselerinin meslek yuksek okullarinin elektrik teknikerligi ressamligi bolumlerinden mezun alaninda minimum sene tecrubeli autocad programini derecede kullanabilen revit navisworks programi kullanabilen ankara ikamet eden ekip calismasina uyumlu fikir cozum uretme becerisine sahip diger disiplinler koordineli calisabilecek erkek adaylar icin askerlik hizmetini tamamlamis,elektrik teknik ressami,yapi_mimar_insaat
tanimi genel teli kler sirketimizin merkez ofisinde calismak uzere turkiye onde gelen universitelerinden nsaat muhendisligi bolumu mezunu erkek adaylar icin askerlikle ilisigi olmayan nsaat muhendisi aramaktayiz,nsaat muhendisi,yapi_mimar_insaat
nsaat teknikeri universitelerin ilgili bolumlerinden mezun olmak sanayi yapilarinda tecrubeli olmak yalova kamet etmek erkek adaylar icin askerligini yapmis olmak surucu belgesine sahip aktif arac kullanabiliyor olmak,nsaat teknikeri,yapi_mimar_insaat
mimarlik hizmetleri derecede ngilizce bilmek universitelerin ilgili bolumlerinden mezun olmak sanayi yapilarinda tecrubeli olmak yalova kamet etmek erkek adaylar icin askerligini yapmis olmak surucu belgesine sahip aktif arac kullanabiliyor olmak,mimar,yapi_mimar_insaat
insaat muhendi derecede ngilizce bilmek universitelerin ilgili bolumlerinden mezun olmak sanayi yapilarinda tecrubeli olmak yalova kamet etmek erkek adaylar icin askerligini yapmis olmak surucu belgesine sahip aktif arac kullanabiliyor olmak,nsaat muhendisi,yapi_mimar_insaat
genel nitelikler universitelerin elektrik muhendisligi bolumunden mezun deneyimli yildan deneyimi olanlar proje icin degerlendirilemeyecektir elektrik tesisati projelerini yorumlayabilecek asbuilt projeleri hazirlayabilecek celik yapilar moduler binalar konteynirlarin yapi elektrik uygulamasi konusunda deneyimli bransi ilgili malzeme bilgisi olan seyahat engeli olmayan turk yonetmeliklerine hakim tanimi hakkari sirnak cizre projelerimizde gorevlendirilmek uzere elektrik muhendisleri alinacaktir,elektri muhendi,yapi_mimar_insaat
dunyaca unlu markalara orme konfeksiyon uretimi yapan firmamiza yetistirilmek uzere proje muhendisi aranmaktadir tanimi surec iyilestirme gelistirme projelerinin belirlenmesi belirlenen projelerin planlarinin yapilmasi yurutulmesi sonuclandirilmasi sonuclanan projelerin kalite dokumanlarinin olusturulmasi ilgili bolumlerde egitimlerinin verilmesi yayinlanmasi surec semalarinin iliskili gorev tanimlarinin daim guncel tutulmasi calisana yonelik olcme degerlendirmelerin belirlenen periyotlarda yapilmasi yayinlanmasi tedarikci taseronlara yonelik olcme degerlendirme belirlenen periyotlarda yapilmasi yayinlanmasi yillik uretim isletme butcelerinin olusturulmasinda destek verme etudleri saglikli norm kadro yonetiminin saglanmasi genel teli kler universitelerin endustri bilgisayar matematik muhendisligi ekonometri bolumlerinden mezun dokuman hazirlama raporlama konusunda ozenli dikkatli calisabilecek yeterli duzeyde ngilizce bilen office programlarini etkin sekilde kullanabilen seyahat engeli bulunmayan analitik dusunebilen sonuc odakli dinamik calisma ortaminda birligi takim calismasi problem cozme yetenegi olan nsan iliskilerinde basarili sozlu yazili iletisim becerisi olan gelisime acik alaninda yenilikleri teknolojilerdeki gelismeleri takip eden,proje muhendisi,yapi_mimar_insaat
sektorunde lider firmamizin projelerinde gorevlendirmek uzere elektrik elektronik muhendisi arayisimiz bulunmaktadir universitelerin elektrik elektronik muhendisligi bolumunden mezun alaninda minimum tecrubeli sletme tesis tecrubesine sahip yonetimsel ekip yonetimi becerisi olan kisilik gruplari yonetebilecek vardiyali sistemde yogun calisma temposuna uyum saglayabilecek erkek adaylar icin askerlik hizmetini tamamlamis bursa ikamet eden,elektrik elektronik muhendisi,yapi_mimar_insaat
danismanligini yaptigimiz enerji sektorunun oncu firmasinin yazilim gelistirme mudurlugu bunyesinde gorevlendirilmek uzere sirketin enerji piyasalarinin ihtiyac duydugu gelecekte duyacagi orta buyuk olcekli enerji piyasasi uygulamalarinin planlanmasi kurulmasi gelistirilmesi idamesi islemlerini cevik yazilim gelistirme metodolojileri ekip butunlugunde yapacak asagidaki niteliklere uygun deneyimli uygulama gelistirme kidemli uzmani uzman aramaktayiz aranan nitelikler universitelerin bilgisayar muhendisligi veya benzeri bolumlerinden mezun tabanli yazilim gelistirme konusunda tecrubesi olan uzman kidemli uzman nesne yonelimli tasarim programlama tasarim desenleri konusunda tecrubeli servlet teknolojileri konusunda bilgili tercihen tecrubeli genel yazilim muhendisligi nesne teknolojileri yazilim mimarisi tasarim kaliplarinda tecrubeli hibernate gibi bilesenlerinde yapilarinda tecrubeli primefaces frameworkleri konusunda tecrubeli analitik dusunebilen kendini gelistirmeye surekli ogrenmeye onem veren adaptasyon sorumlulugu takibi konusunda kendisine guvenen literaturu takip edebilecek seviyede ngilizce bilen etkili iletisim yetenegine sahip takim calismasina yatkin askerlik ilisigi bulunmayan,uygulama gelistirme uzmani,yapi_mimar_insaat
meslek yuksek okullarinin elektrik bolumunden mezun santiye tecrubesi olan elektrik tesisati saha yapi projelerini yorumlayabilecek celik yapilar moduler binalar konteynirlarin elektrik projeleri konusunda deneyimli metraj cikarabilecek tercihen derecede ingilizce bilen seyahat engeli olmayan askerligini yapmis tanimi yurt yurt disi projemizde gorevlendirilmek uzere elektrik teknikeri alinacaktir,elektrik teknikeri,yapi_mimar_insaat
universitelerin makina endustri muhendisligi bolumunden mezun otomotiv sektorunde tecrubeli seviyede almanca bilen tercihen ppap fmea egitimleri almis tercihen projelerinde almis teknik resim okuma analiz etme becerisine sahip tercihen muhendislik tasarim programlarindan catia birini kullanabilen sunum hazirlama becerilene sahip letisim becerileri kuvvetli bursa ikamet eden veya edebilecek olan sinifi ehliyeti olan aktif araba kullanan askerlik hizmetini tamamlamis erkek adaylar icin yurtici yurtdisi seyahat engeli olmayan proje muhendisi adaylarin basvurularini bekliyoruz tanimi proje muhendisi arayisimiz bulunmaktadir,proje muhendisi,yapi_mimar_insaat
nnova bilisim cozumleri farkli teknolojilerde bilgi birikimine sahip uzerindeki profesyonel kadrosu turkiye onde gelen bilisim cozumleri firmasidir bugune telekomunikasyon finans uretim kamu hizmet sektorleri basta olmak uzere sektordeki kuruluslara platform bagimsiz cozumler sunan nnova uluslararasi standartlarda urettigi cozumleri simdiye kadar kitada ulkeye ihrac etmeyi basarmistir yilindan yana turk telekom grubu sirketleri bunyesinde alan nnova bilisim cozumleri stanbul ankara ofislerinin yani sira turkiye cesitli bolgelerine yayilmis ofisi uzerinden faaliyetlerine devam etmektedir universitelerin bilgisayar muhendisligi bolumlerinden mezun yazilim gelistirme sureclerinde analiz tasarim yazilim gelistirme bakim profesyonel deneyimine sahip arayuz gelistirme konusunda bilgi sahibi html bootsrap angular veritabani tasarimi bilgisi olan windows service service rest konularinda bilgi sahibi konusunda bilgi sahibi design pattern konusunda bilgili yazilim gelistirme sureclerinde teamcity jira octopus tecrubesi edinmis analitik dusunen arastirmayi seven iletisimi guclu takim calismasina gelisime acik erkek adaylar icin askerlik hizmetini tamamlamis ankara ikamet eden edebilecek olan tanimi platformunda gelistirilecek olan projelerde uygulama gelistirme uzmani olarak takim liderine bagli calismak proje kapsaminda yurutulecek analiz tasarim kodlama optimizasyon calismalarini gerceklestirmek proje surecine uygun olarak gerekli dokumantasyon kayitlari tutmak,uygulama gelistirme uzmani,yapi_mimar_insaat
manisa santiyemizde gorevlendirmek uzere nsaat muhendisi aramaktayiz universitelerin nsaat muhendisligi bolumunden mezun alaninda uzmanlasmis tercihen yuksek lisans sahibi konusu ilgili bilgisayar programlarini bilen deneyimli veya bitirmesi olan veya yuksek lisans sahibi erkek adaylar icin askerligini tamamlamis takim calismasina uyumlu tanimi santiyemizde nsaat muhendisligi hizmetleri tercihen restorasyon tecrubesi olan uygulamalar metraj hakedis tanzim takip yeni fiyat hazirlama sonuclandirma gorevlerini yurutebilen atasman rolove proje cizimi konusunda deneyimli auto office programlari meslegi ilgili bilgisayar programlarini duzeyde kullanabilen bayindirlik kultur bakanligi vakiflar birim fiyatlari konusunda bilgili kamu taahhut sektoru tecrubesi olan cozum odakli calisan sorumluluk sahibi ekip arkadasi aramaktayiz yogun emek mesai saatlerine uyum saglayabilen,nsaat muhendisi,yapi_mimar_insaat
toreks elektromekanik servis hizmetleri sanayi ticaret elektrik malzeme pazarlama satis uygulama taahhut hizmet yapisinin evresi olan yedek parca temini saat elektrik servis hizmetleri sektorunun onde gelen kuruluslarindandir firmamizin marmara bolgesi stanbul anadolu yakasinda alan yapisinda gorevlendirilmek uzere elektrik teknisyeni arayisimiz bulunmaktadir meslek liseleri veya larin ilgili bolumlerinden mezun tercihen orta yuksek gerilim elektrik sistemlerinde sene tecrubesi olan surucu belgesi bulunan aktif olarak arac kullanabilen seyahat engeli olmayan yogun calisma temposuna esnek calisma saatlerine ayak uydurabilecek ekip calismasina birligine yatkin guvenligi kurallarina uyarak calismayi aliskanlik haline getirmis tanimi urunlerin bakim onarimi ilgili olarak teknik mekanik arizalarin tamir bakim onarim hizmetlerinin gerceklestirilmesi sorumluluk alani icinde gerceklesen bolge operasyonlarina destek verilmesi,elektrik teknisyeni marmara bolge,yapi_mimar_insaat
toreks elektromekanik servis hizmetleri sanayi ticaret elektrik malzeme pazarlama satis uygulama taahhut hizmet yapisinin evresi olan yedek parca temini saat elektrik servis hizmetleri sektorunun onde gelen kuruluslarindandir firmamizin bolgesi zmir alan yapisinda gorevlendirilmek uzere elektrik teknisyeni arayisimiz bulunmaktadir meslek liseleri veya larin ilgili bolumlerinden mezun tercihen orta yuksek gerilim elektrik sistemlerinde sene tecrubesi olan surucu belgesi bulunan aktif olarak arac kullanabilen seyahat engeli olmayan yogun calisma temposuna esnek calisma saatlerine ayak uydurabilecek ekip calismasina birligine yatkin guvenligi kurallarina uyarak calismayi aliskanlik haline getirmis buca bornova karabaglar bayrakli konak adreslerinde ikamet eden elektrik tenkisyeni aramaktayiz tanimi urunlerin bakim onarimi ilgili olarak teknik mekanik arizalarin tamir bakim onarim hizmetlerinin gerceklestirilmesi sorumluluk alani icinde gerceklesen bolge operasyonlarina destek verilmesi,elektrik teknisyeni takim lideri,yapi_mimar_insaat
uretim bolumunde degerlendirilmek uzere asagidaki ozelliklere sahip proje muhendisi aranmaktadir universitelerin muhendislik bolumlerinden mezun leri duzeyde ngilizce bilgisine sahip sonuc odakli hizli aksiyon alabilen analitik dusunebilen nsan iliskileri kuvvetli ofis programlarina hakim tercihen avrupa yakasinda ikamet eden tanimi yeni projelerde kosullarini belirlemek icin musteri iletisime gecmek uretim veya depo sevkiyat bolumlerinin iyilestirme fizibilitesini yapmak uygunsa devreye almak musteri hizmetleri departmani surekli iletisim halinde dirsek temasinda calismak gerektiginde yurt disi seyahati yapmak musteri ilgili telekonferanslara katilmak,proje muhendisi,yapi_mimar_insaat
ekibimize proje muduru ariyoruz universite mezunu sektorde bilinen acentelerinde sektorundeki firmalarina hizmet vermis yonetici olarak deneyime sahip ekip yonetiminde aktif alabilecek departman butcesinin olusturulmasindan yonetilmesinden sorumlu olacak raporlama konularina hakim konferans donem toplantisi urun lansmani egitim toplantilari roadshow alanlarinda sektorel tecrubeye sahip saglik bakanligi mevzuatlarina hakim gunceli takip eden liderlik vasiflarina sahip otellerle diger yukleniciler sahne dekor sirketleri iliskileri kuvvetli sozlu yazili ifade yetenegi guclu nsan iliskilerinde basarili kisisel motivasyonu guclu derecede ngilizce konusabilen microsoft office uygulamalarini kusursuz kullanabilen excel power point prezantable giyimine ozen gosteren ozverili disiplinli calisabilecek sektorden kaynakli kisa sureli deadline lara uyum saglayabilecek seyahat engeli bulunmayan erkek adaylarin askerlik gorevini tamamlamis olmalari gerekmektedir,proje muduru,yapi_mimar_insaat
telekomunikasyon sektorunde hizmet veren sirketimiz adina ankara kamu kurulusunda alan veri merkezi garanti suresi boyunca bakim isletme elemani olarak calisacak klimlendirme sogutma teknikeri arayisimiz bulunmaktadir meslek liselerinin teknik liselerin yuksek okullarin klima klimlendirme bolumunden mezun tercihen klima iklimlendirme alaninda tecrube sahibi buyuk sistem klimalar isletme konusunda bilgi sahibi olan tercihen askerlik hizmetini yerine getirmis tecil ettirmis ogrenmeye istekli arastirmayi seven sonuc odakli sorumluluk sahibi,klimlendirme sogutma teknikeri,yapi_mimar_insaat
endustri meslek lisesi veya meslek yuksekokulu mezunu yeni mezun veya deneyimli ekip calismasina yatkin yogun temposuna uyum saglayabilecek vardiyali sistemde calisabilecek elektrik teknisyeni teknikeri,elektrik teknisyeni,yapi_mimar_insaat
holding liman ekipmanlarina yedek parca servis hizmeti vermek suretiyle faaliyete baslayan bugun shell firmasinin avrupa daki buyuk madeni distributoru ayni zamanda fazla ulkede limanlara muhendislik servis yedek parca makine tedariki saglayan kendi sektorunun lideri konumundadir makinelerinin hidrolik mekanik dizel motor sistemlerinin ariza bakim tamiratinda deneyimli yaslari arasinda teknik lise tercihen mezunu sinifi ehliyeti olan aktif olarak arac kullanabilen tercihen belgesi olan diger kriterlere uyan fakat belgesi olmayan adaylar degerlendirilecektir tanimi servis yoneticisinden gelen emirleri cercevesinde planlamasini yapmak makinelerinin olusan arizalarin tespiti sorumlugumuz kapsaminda olan makinelerinin duzenli bakim servis hizmeti pozisyonunun niteliklerinin gerektirdigi diger islemleri yapmak stanbul anadolu yakasinda ikamet eden askerlik hizmetini tamamlamis seyahat sorunu olmayan kisa sureli yurt disi projelerinde calisabilecek,mekanik teknisyeni liman deneyimli,yapi_mimar_insaat
ekinoks savunma tanimi mekanik tasarim biriminde gorev yapacak universitelerin makine resim konstruksiyon makine teknolojisi veya ilgili bolumlerinden lisans lisans mezunu tercihen meslek lisesi mezunu kati modelleme teknik resim geometrik toleranslandirma konularina hakim tercihen uretim yontemleri konusunda bilgi sahibi ekinoks savunma genel teli kler kendisini taniyan durust sorumluluk sahibi seyahat engeli olmayan vardiya dongusunde calisabilecek askerlik hizmetini tamamlamis office programlarini kullanabilen guvenlik sorusturmasi engeli olmayan,makine teknik ressami,yapi_mimar_insaat
hidrolik silindir malati sektorunde oncu olan firmamiz ozceli kler droli artan hacmi buyume hedefleri dogrultusunda ankara ncan organi sanayi bolgesi ndeki fabrikasinda zamanli olarak istihdam edilmek uzere maki tekni ressami arkadaslar aramaktadir meslek lisesi yuksekokul veya fakultelerin ilgili bolumlerinden mezun makine teknik resim kural standartlari konusunda bilgi sahibi tercihen talasli malat konusunda deneyimi olan solidwork programini etkin olarak kullanabilen parca modelleme teknik resim kumpas mikrometre olcme aletlerini etkin olarak kullanabilen erkek adaylar icin askerlikle ilisiginin olmayan maki tekni ressami yoneti arkadaslar aramaktayiz tanimi,teknik ressam yonetici,yapi_mimar_insaat
genel teli kler astaldi turkerler ortak girisimi olarak yapimini ustlendigimiz ankara etlik entegre saglik kampusu projesi gorevlendirilmek uzere asagida belirtilen niteliklere sahip universitelerin cevre muhendisligi bolumlerinden mezun buyuk olcekli insaat projelerinde cevre alaninda deneyimli mevzuata hakim derecede ngilizce bilen proje yonetimi konusunda yetkin esnek calisma saatlerine uyum saglayabilecek ankara ikamet eden edebilecek erkek adaylar icin askerlik gorevini tamamlamis cevre muhendisi aramaktayiz tanimi cevresel etki yonetiminin sorumluluklari yontemlerini tanimlayan cevre yonetim planini hazirlamak uygulamak cevreyle ilgili sozlesme sozlesmelerin degerlendirilmesini saglamak cevre yonetim planinin uygulanmasinda gorevli personelin gerekli egitimi almasini saglamak cevresel gereksinimlerin tedarikciler yuklenicilere iletimini saglamak projenin tedarikciler yuklenicileri vasitasiyla sirket dahilinde denetim kontrolleri planlamak icra etmek tutanaklari hazirlamak cevreye tehlike edebilecek olan durumlari tespit etmek maksadiyla proje sirketinin talepleri yorumlari uygunsuzluklarla ilgili proje dokumanlarini duzenli olarak incelemek cevre yonetim planinda tanimlanmis dosyalama sistemiyle uyumlu olarak arsiv kayitlarini toplamak onemli cevre etkileriyle ilgili sletim talimatlari hazirlamak cevreyle ilgili santiyede tespit edilen uygunsuzluklarin periyodik olarak incelemesini icra etmek projenin cevre performansinin periyodik degerlendirmesi icin bilgi saglamak turk cevre mevzuatina gore gerekli cevre izinleri onaylarini ilgili kamu veya diger kurumlardan almak yonetmek cevre egitimlerinin planlanarak gerceklestirmek cevre ilgili olcum analizleri yapmak yaptirmak bununla ilgili kayitlari tutmak cevre verilerini cevre sefi birlikte tagetik kaydetmek,cevre muhendisi,yapi_mimar_insaat
universitelerin guzel sanatlar fakultelerinden lisans mezuniyeti bulunan benzer pozisyonlarda tercihen tekstili personel mutfak tekstili deneyimli renklendirme varyantlama konularinda deneyim sahibi adobe photoshop illustrator programlarini derecede kullanabilen tercihen porselen mutfak tekstil urunler uzerine desen tasarimi yapmis tekstiline ilgi duyan tercihen kumas bilgisi olan arastirmaci yaratici yonu gelismis moda trendleri yakindan takip eden esnek yogun calisma saatlerine uyum saglayabilecek letisim becerileri guclu ekip calismasina yatkin erkek adaylar icin askerligini tamamlamis mecidiyekoy ulasim sorunu bulunmayan tanimi perakende sektorunde yurticinde yurtdisinda magazasiyla turkiye basarili tercih edilen tekstili dekorasyon urunleri markasi olan dunya markasi olma yolunda hizla ilerleyen madame coco firmamizin mecidiyekoy bulunan genel merkezinde tasarim departmaninda gorevlendirilmek uzere tasarimci olarak calisacak takim arkadasi ariyoruz tasarim ekibi ortak projelerde gorev alacak belirlenen konseptler dogrultusunda tekstili porselen mutfak tekstili urunlerinde desen tasarimi yaparak uygulama asamasina getirilmesini saglayacak kreatif farkli tasarimlara imza atabilecek tasarim surecinde gerekli programlari yetkin kullanarak urun gelismesinde yardimci olacak mevcut gruplar uzerinde calisarak sorumluluklar alabilecek sorumlulugunu aldigi projeleri zamani kullanarak tamamlayabilecek basvuru yapan adaylardan tasarim calismasi istenecektir,tasarimci,yapi_mimar_insaat
genel teli kler astaldi turkerler ortak girisimi olarak yapimini ustlendigimiz ankara etlik entegre saglik kampusu projesi gorevlendirilmek uzere asagida belirtilen niteliklere sahip universitelerin mimarlik insaat muhenidsligi bolumlerinden mezun saha uygulamalarinda deneyimli office autocad programlarini seviyede kullanabilen letisim becerileri gelismis ekip calismalarinda uyumlu ngilizce bilen yogun temposuna esnek calisma saatlerine uyum saglayabilecek konusunda hassas ankara ikamet eden edebilecek erkek adaylar icin askerlik gorevini tamamlamis saha mimari saha muhendisi aramaktayiz tanimi programlarina bagli olarak ince isler ilgili disiplinlerde ustlenilen zamaninda eksiksiz ilgili standartlara uygun olarak gerceklestirmek ihtiyaclari onceden belirleyerek saha sefi bildirmek programinin olusturulmasina katki saglamak sureci revizyonlarini planlama birimine bildirmek gunluk faaliyet raporlarini olusturmak malat gruplari arasinda koordinasyonu saglamak yuklenici programlarini ilerleme raporlarini kontrol etmek yapilmasini saglamak kendisine bagli teknik personel yuklenicilerle koordinasyonu saglamak shop drawinglerin kontrollerini yapmak gerekli durumlarda autocad cizimlerini yapmak hakedis kontrollerinde gorev almak yuklenici programlarini ilerleme raporlarini kontrol etmek,saha mimari,yapi_mimar_insaat
genel teli kler astaldi turkerler ortak girisimi olarak yapimini ustlendigimiz ankara etlik entegre saglik kampusu projesi gorevlendirilmek uzere asagida belirtilen niteliklere sahip universitelerin mimarlik bolumlerinden mezun saha uygulamalarinda deneyimli buyuk olcekli hastane otel projelerinde deneyimi bulunan malzeme bilgisine sahip office autocad programlarini seviyede kullanabilen letisim becerileri gelismis ekip calismalarinda uyumlu cozum odakli dinamik calisan hizli karar alabilen ofis saha koordineli calisabilecek derecede ngilizce bilen proje yonetimi konusunda yetkin yogun temposuna esnek calisma saatlerine uyum saglayabilecek konusunda hassas ankara ikamet eden edebilecek erkek adaylar icin askerlik gorevini tamamlamis yapim sefi sler aramaktayiz tanimi imalatlarin elektrik mekanik imalat koordinasyonunu saglamak kendisine bagli teknik personel yuklenicilerle koordinasyonunu saglamak malatlarin teknik sartname proje planlarina uygunlugunun takibini yapmak malatlarin yapim yonetimine risk analizlerine uygun olarak yapilmasini saglamak gerekli durumlarda programi yapim yonetimi icin calismalari yapmak shop drawinglerin kontrollerini yapmak gerekli durumlarda autocad cizimlerini yapmak akis semasi olusturarak sureclerin kontrollerini yapmak hakedis kontrollerinde gorev almak yuklenici programlarini ilerleme raporlarini kontrol etmek,yapim sefi sler,yapi_mimar_insaat
sirketimizin isparta yapimini ustlendigi yapi projesinde gorevlendirilmek uzere teknik universitelerin nsaat muhendisligi bolumunden mezun hastane otel yurt gibi buyuk olcekli yapi projelerinde santiye sefi olarak gorev almis konusunda saha uygulamalarinda deneyimli organizasyon iletisim becerileri guclu ekip calismasina uyum saglayabilen yuklenici firma sevk yonetiminde etkin office autocad programlarina hakim isparta ikamet eden edebilecek esnek calisma saatlerine uyum gosterebilecek erkek adaylar icin askerlik gorevini tamamlamis santiye sefi aramaktayiz tanimi taseronlarin faaliyetlerinin yonetilmesi proje programini takip ederek isin suresinde butcesi dâhilinde talep edilen kalitede devaminin saglanmasi altyuklenicilerin saha yonetimi koordinasyonunu saglayarak yonetmeliklerine uygun olarak imalatlarin hizli dogru yapilmasini saglayip gecikmelere mahal verecek sorunlara yerinde cozum getirilmesi santiyenin gunluk faaliyetlerini organize takip ederek sonuclandirarak yerinde zamaninda mudahaleler imalatlarin dogru kesintisiz ilerlemesinin saglanmasi projenin hizli dogru yontemler esasinda ilerlemesi icin yontem cozum onerileri olusturup uygulanmasi,santiye sefi,yapi_mimar_insaat
genel nitelikler tercihen universitelerin gida muhendisligi endustri muhendisligi veya turizm otelcilik bolumlerinden mezun catering sektorunde deneyimli yerinde uretim mutfak operasyonlarinda minimum proje muduru olarak gorev almis butce maliyet depo stok kontrol gramaj konularinda bilgi tecrube sahibi office programlarini aktif olarak kullanabilen dinamik enerjik motivasyonu yuksek musteri odakli calisabilecek aktif olarak arac kullanan sinifi ehliyetli esnek yogun calisma saatlerine ayak uydurabilecek personel surec yonetiminde etkin calisabilecek toplu yemek sektorunde faaliyet gosteren firmamizin stanbul tuzla projesinde gorevlendirilmek uzere proje muduru aranmaktadir,proje muduru,yapi_mimar_insaat
universitelerin mimarlik mimarlik bolumlerinden mezun seyahat engeli bulunmayan erkek adaylar icin askerlik hizmetini tamamlamis benzer pozisyonlarda tercihen deneyim sahibi office autocad programlarini derecede kullanabilen tercihen dsmax photoshop programlarina hakim malat detay cizimi yapabilecek mobilya imalati konusunda tecrubeli letisim becerileri kuvvetli analitik dusunebilen sorumluluk sahibi disiplinli nsan iliskilerinde basarili ekip calismasina yatkin santiye calismasina uyumlu yuksek calisma temposuna esnek calisma saatlerine uyum saglayabilen planlama koordinasyon becerilerine sahip zamani yonetebilen calisma arkadaslari ariyoruz,mimar,yapi_mimar_insaat
elektrik otomasyon sektorunde faaliyet gosteren firmamiza bayan elektri proje uzmani aramaktayiz pozisyona ozel olmazsa olmaz tecrube elektirik projeleri dizayn cizim calismalari tecrubesine sahip eplan seviyede uygulama tecrubesine sahip acad teknik cizim yazilimini kullanma tecrubesine sahip pozisyona ozel oncelikli tecrube elektrik projeleri donanimlari bilgisine sahip alcak gerilim panolari projeleri hazirlayip malzeme secimi yapma tecrubesine sahip aydinlatma saha elektrik projeleri tecrubesi sahip kablo tava projeleri cizebilecek montaja yonelik listeleri hazirlama tecrubesine sahip saha enstruman cihazlarina hakim devreye almalarda sistemleri ilgili evizyonlari yapip testlerini yapabilme tecrubesine sahip egitim deneyim universite teknik lise veya bolumunden mezun elektrik yetki belgesi olan temel seviye ngilizce konusabilen sektorde deneyim sahibi tanimi firma tanimi endustriyel alanda proje danismanligi enerji letim dagitim sistemleri salt tesisleri scada sistemleri enstrumantasyon saha cihazlari montaj devreye alma endustriyel haberlesme motor tahrik sistemleri tesis bilgi raporlama sistemlerine olmak uzere musterinin istekleri dogrultusunda turlu cozumu sunmaktadir pozisyon tanimi gorevi firmamiz tarafindan ustlenilmis olan degisik sektorlerdeki projelerde elektrik montaja yonelik saha uygulama projelerinin dizayni tekliflerin hazirlanmasi cizimi hesaplamalarini yaparak elektrik proje ekibinin parcasi olmak pozisyon gereksinimleri askerligini tamamlamis olmak aktif arac kullanabiliyor olmak yurtici yurtdisi seyahat engeli bulunmamak esnek calisma saatlerine uyum gosterebilmek stanbul avrupa yakasinda ikamet etmek,elektrik teknik ressami,yapi_mimar_insaat
